District,District_Code,Mandal,Mandal_Code,Village,Village_Code
SANGAREDDY,17_2,HATHNOOR,04,HATHNOORA,1740011
SANGAREDDY,17_2,HATHNOOR,04,KASAL,1740012
SANGAREDDY,17_2,HATHNOOR,04,KODAPAK,1740029
SANGAREDDY,17_2,HATHNOOR,04,KONIYAL,1740005
SANGAREDDY,17_2,HATHNOOR,04,LINGAPUR,1740003
SANGAREDDY,17_2,HATHNOOR,04,MACHERLA,1740017
SANGAREDDY,17_2,HATHNOOR,04,MADHURA @ MADHARAM,1740007
SANGAREDDY,17_2,HATHNOOR,04,MALKAPUR,1740019
SANGAREDDY,17_2,HATHNOOR,04,MANGAPUR,1740015
SANGAREDDY,17_2,HATHNOOR,04,NAGARAM,1740030
SANGAREDDY,17_2,HATHNOOR,04,NAGULDEVPALLE,1740009
SANGAREDDY,17_2,JHARASANGAM,05,ANANTHASAGAR,1729035
SANGAREDDY,17_2,JHARASANGAM,05,BARDIPUR,1729014
SANGAREDDY,17_2,JHARASANGAM,05,BIDEKANNA,1729031
SANGAREDDY,17_2,JHARASANGAM,05,BOPANPALLE,1729017
SANGAREDDY,17_2,JHARASANGAM,05,BOREGAON,1729018
SANGAREDDY,17_2,JHARASANGAM,05,CHILEMAMIDI,1729024
SANGAREDDY,17_2,JHARASANGAM,05,CHILEPALLE,1729011
SANGAREDDY,17_2,JHARASANGAM,05,CHILKEPALLE,1729034
SANGAREDDY,17_2,JHARASANGAM,05,DEVARAMPALLE,1729025
SANGAREDDY,17_2,JHARASANGAM,05,EDAKULAPALLE,1729023
SANGAREDDY,17_2,JHARASANGAM,05,EDULAPALLE,1729032
SANGAREDDY,17_2,JHARASANGAM,05,GANGAPUR,1729003
SANGAREDDY,17_2,JHARASANGAM,05,GINIAMARPALLE,1729019
SANGAREDDY,17_2,JHARASANGAM,05,GINIYARPALLE,1729033
SANGAREDDY,17_2,JHARASANGAM,05,ISLAMPUR,1729022
SANGAREDDY,17_2,JHARASANGAM,05,JEERLAPALLE,1729020
SANGAREDDY,17_2,JHARASANGAM,05,JHARASANGAM,1729016
SANGAREDDY,17_2,JHARASANGAM,05,JUNEGAON,1729021
SANGAREDDY,17_2,JHARASANGAM,05,KAKKERWADA,1729010
SANGAREDDY,17_2,JHARASANGAM,05,KAMALPALLE,1729007
SANGAREDDY,17_2,JINNARAM,06,AMDOOR,1739020
SANGAREDDY,17_2,JINNARAM,06,BOLLARAM,1739029
SANGAREDDY,17_2,JINNARAM,06,CHETLAPOTHARAM,1739027
SANGAREDDY,17_2,JINNARAM,06,GADDIPOTHARAM,1739012
SANGAREDDY,17_2,JINNARAM,06,JINNARAM,1739015
SANGAREDDY,17_2,JINNARAM,06,KHAZIPALLE,1739028
SANGAREDDY,17_2,JINNARAM,06,KISTAIPALLE,1739026
SANGAREDDY,17_2,JINNARAM,06,KODAKANCHI,1739022
SANGAREDDY,17_2,JINNARAM,06,KORLAKUNTA,1739030
SANGAREDDY,17_2,JINNARAM,06,MADHARAM,1739025
SANGAREDDY,17_2,JINNARAM,06,MANGAMPET,1739017
SANGAREDDY,17_2,JINNARAM,06,NALTHUR,1739024
SANGAREDDY,17_2,JINNARAM,06,OOTLA,1739018
SANGAREDDY,17_2,JINNARAM,06,PALEM,1739016
SANGAREDDY,17_2,JINNARAM,06,PUTTAGUDA,1739023
SANGAREDDY,17_2,JINNARAM,06,SIVANAGAR,1739021
SANGAREDDY,17_2,JINNARAM,06,SOLAKPALLE,1739019
SANGAREDDY,17_2,JINNARAM,06,VAILAL,1739014
SANGAREDDY,17_2,KALHER,07,BACHEPALLE,1703014
SANGAREDDY,17_2,KALHER,07,BIBIPET,1703005
SANGAREDDY,17_2,KALHER,07,FATHEPOOR,1703006
SANGAREDDY,17_2,KALHER,07,KALHER,1703009
SANGAREDDY,17_2,KALHER,07,KHANAPOOR [B],1703012
SANGAREDDY,17_2,KALHER,07,KHANAPUR[KADEEM],1703017
SANGAREDDY,17_2,KALHER,07,KRISHNAPOOR,1703008
SANGAREDDY,17_2,KALHER,07,MAHADEV PALLE,1703011
SANGAREDDY,17_2,KALHER,07,MALHARPOOR,1703025
SANGAREDDY,17_2,KALHER,07,MARDI,1703007
SANGAREDDY,17_2,KALHER,07,MASAN PALLE,1703010
SANGAREDDY,17_2,KALHER,07,MEERKHANPET,1703015
SANGAREDDY,17_2,KALHER,07,MUNGEPALLE,1703024
SANGAREDDY,17_2,KALHER,07,NAGDHAR,1703023
SANGAREDDY,17_2,KALHER,07,RAMREDDI PET,1703013
SANGAREDDY,17_2,KALHER,07,RAPARTHY,1703016
SANGAREDDY,17_2,KANDI,08,ARUTLA,1736010
SANGAREDDY,17_2,KANDI,08,BYATHOLE,1736012
SANGAREDDY,17_2,KANDI,08,CHERIYAL,1736025
SANGAREDDY,17_2,KANDI,08,CHIDRUPPA,1736011
SANGAREDDY,17_2,KANDI,08,EDDUMAILARAM,1736027
SANGAREDDY,17_2,KANDI,08,ERDANOOR,1736013
SANGAREDDY,17_2,KANDI,08,INDRAKARAN,1736026
SANGAREDDY,17_2,KANDI,08,JULKAL,1736028
SANGAREDDY,17_2,KANDI,08,KALVEMULA,1736023
SANGAREDDY,17_2,KANDI,08,KANDI,1736016
SANGAREDDY,17_2,KANDI,08,KASIPUR,1736024
SANGAREDDY,17_2,KANDI,08,KOULAMPET,1736015
SANGAREDDY,17_2,KANDI,08,MAKTHAALLOOR,1736022
SANGAREDDY,17_2,KANDI,08,MAMIDIPALLE,1736014
SANGAREDDY,17_2,KANDI,08,TOPGONDA,1736029
SANGAREDDY,17_2,KANDI,08,UTHARPALLE,1736021
SANGAREDDY,17_2,KANGTI,09,BBHEEMRA,1702014
SANGAREDDY,17_2,KANGTI,09,BHANSWADA,1702019
SANGAREDDY,17_2,KANGTI,09,BHEEMRA,1702034
SANGAREDDY,17_2,KANGTI,09,BORGI,1702003
SANGAREDDY,17_2,KANGTI,09,CHAPTA [B],1702004
SANGAREDDY,17_2,KANGTI,09,CHAPTA [KHURD],1702012
SANGAREDDY,17_2,KANGTI,09,CHOWKANPALLE,1702002
SANGAREDDY,17_2,KANGTI,09,DAMARAGIDDI [PANCHAMAHA,1702020
SANGAREDDY,17_2,KANGTI,09,DEGULAWADI,1702001
SANGAREDDY,17_2,KANGTI,09,ENKEMORI,1702028
SANGAREDDY,17_2,KANGTI,09,GAJULPAHAD,1702017
SANGAREDDY,17_2,KANGTI,09,GHANPUR,1702005
SANGAREDDY,17_2,KANGTI,09,JAMGIBURG,1702007
SANGAREDDY,17_2,KANGTI,09,JAMGIKHURD,1702006
SANGAREDDY,17_2,KANGTI,09,KANGTI,1702013
SANGAREDDY,17_2,KANGTI,09,MURKUNJAL,1702011
SANGAREDDY,17_2,KANGTI,09,NAGANPALLE,1702022
SANGAREDDY,17_2,KANGTI,09,NAGOOR [B],1702025
SANGAREDDY,17_2,KANGTI,09,NAGOOR [K],1702026
SANGAREDDY,17_2,KANGTI,09,RAMATHIRATH,1702024
NALGONDA,23_1,ADAVIDEVULAPALLY,01,Adavi devula palli,2350004
NALGONDA,23_1,ADAVIDEVULAPALLY,01,Baleen palli,2350002
NALGONDA,23_1,ADAVIDEVULAPALLY,01,Chityala,2350003
NALGONDA,23_1,ADAVIDEVULAPALLY,01,Mudimanikam,2350014
NALGONDA,23_1,ADAVIDEVULAPALLY,01,Mulka charla,2350001
NALGONDA,23_1,ADAVIDEVULAPALLY,01,Ulshaya palem,2350005
NALGONDA,23_1,ANUMULA,02,Ambatpalli,2351011
NALGONDA,23_1,ANUMULA,02,Annaram,2351004
NALGONDA,23_1,ANUMULA,02,Anumula,2351015
NALGONDA,23_1,ANUMULA,02,Ibrahim peta,2351017
NALGONDA,23_1,ANUMULA,02,Kosalamarri,2351001
NALGONDA,23_1,ANUMULA,02,Kothapalli,2351021
NALGONDA,23_1,ANUMULA,02,Kummarikunta kalva,2351006
NALGONDA,23_1,ANUMULA,02,Kupaspalli,2351010
NALGONDA,23_1,ANUMULA,02,Marepalli,2351005
NALGONDA,23_1,ANUMULA,02,Mukkamala,2351002
NALGONDA,23_1,ANUMULA,02,Narayana puram,2351008
NALGONDA,23_1,ANUMULA,02,Palem,2351016
NALGONDA,23_1,ANUMULA,02,Perur,2351018
NALGONDA,23_1,ANUMULA,02,Pulimamidi,2351007
NALGONDA,23_1,ANUMULA,02,Ramadugu,2351013
NALGONDA,23_1,ANUMULA,02,Sreenadhapur,2351012
NALGONDA,23_1,ANUMULA,02,Thimmapur,2351014
NALGONDA,23_1,ANUMULA,02,Venkatadri palem,2351003
NALGONDA,23_1,ANUMULA,02,Yacharam,2351009
NALGONDA,23_1,CHANDAMPETA,03,ACHAMPET (P) CHANDAMPET,2359003
NALGONDA,23_1,CHANDAMPETA,03,BOLLARAMPATTI(MUNAGALA),2359016
NALGONDA,23_1,CHANDAMPETA,03,CHANDAMPET,2359004
NALGONDA,23_1,CHANDAMPETA,03,CHITRIYALA,2359013
NALGONDA,23_1,CHANDAMPETA,03,GAGILLAPUR,2359006
NALGONDA,23_1,CHANDAMPETA,03,GUNTI PALLI,2359001
NALGONDA,23_1,CHANDAMPETA,03,KAMBALA PALLI,2359021
NALGONDA,23_1,CHANDAMPETA,03,MUDUDONDLA,2359002
NALGONDA,23_1,CHANDAMPETA,03,MURPUNUTHALA,2359014
NALGONDA,23_1,CHANDAMPETA,03,POGILLA,2359023
NALGONDA,23_1,CHANDAMPETA,03,POLE PALLI,2359005
NALGONDA,23_1,CHANDAMPETA,03,REKULA GADDA,2359017
NALGONDA,23_1,CHANDAMPETA,03,REKULA VALYAM,2359022
NALGONDA,23_1,CHANDAMPETA,03,THELDEVARA PALLI,2359015
NALGONDA,23_1,CHANDAMPETA,03,YALMALA MANDA,2359020
NALGONDA,23_1,CHANDUR,04,ANGADIPETA,2338012
NALGONDA,23_1,CHANDUR,04,BANGARIGADDA,2338011
NALGONDA,23_1,CHANDUR,04,BODANGI PARTHY,2338005
NALGONDA,23_1,CHANDUR,04,CHANDUR,2338013
NALGONDA,23_1,CHANDUR,04,Chamala palli,2355007
NALGONDA,23_1,CHANDUR,04,DONIPAMULA,2338010
NALGONDA,23_1,CHANDUR,04,GUNDREPALLE,2338016
NALGONDA,23_1,CHANDUR,04,IDIKUDA,2338008
NALGONDA,23_1,CHANDUR,04,KASTHALA,2338015
NALGONDA,23_1,CHANDUR,04,KONDAPURAM,2338003
NALGONDA,23_1,CHANDUR,04,KUMANDANIGUDA,2338006
NALGONDA,23_1,CHANDUR,04,NERMATA,2338009
NALGONDA,23_1,CHANDUR,04,PULLEMLA,2338004
NALGONDA,23_1,CHANDUR,04,SIRDEPALLE,2338007
NALGONDA,23_1,CHANDUR,04,THUMMALAPALLE,2338017
NALGONDA,23_1,CHANDUR,04,UDATHALA PALLE,2338014
NALGONDA,23_1,CHINTHA PALLE,05,ANAJPUR,2356022
NALGONDA,23_1,CHINTHA PALLE,05,CHINTHA PALLI,2356019
NALGONDA,23_1,CHINTHA PALLE,05,GADYA GOWRARAM,2356012
NALGONDA,23_1,CHINTHA PALLE,05,GODKONDLA,2356001
NALGONDA,23_1,CHINTHA PALLE,05,HUMANTHULA PALLI,2356021
NALGONDA,23_1,CHINTHA PALLE,05,KOKKIRAYALA GOWRARAM,2356017
NALGONDA,23_1,CHINTHA PALLE,05,KURMA PALLI,2356008
NALGONDA,23_1,CHINTHA PALLE,05,KURMAIDU,2356005
NALGONDA,23_1,CHINTHA PALLE,05,MADNAPUR,2356003
NALGONDA,23_1,CHINTHA PALLE,05,MALLAREDDI PALLI,2356020
NALGONDA,23_1,CHINTHA PALLE,05,MALLE PALLI P.K.KURTHI,2356009
NALGONDA,23_1,CHINTHA PALLE,05,MELVALA PALLI,2356014
NALGONDA,23_1,CHINTHA PALLE,05,NASARLA PALLI,2356018
NALGONDA,23_1,CHINTHA PALLE,05,POLEPALLE RAMNAGAR,2356002
NALGONDA,23_1,CHINTHA PALLE,05,SAKALSEREPALLY,2356004
NALGONDA,23_1,CHINTHA PALLE,05,TAKATLA PALLI,2356007
NALGONDA,23_1,CHINTHA PALLE,05,TEEDED,2356016
NALGONDA,23_1,CHINTHA PALLE,05,TIRUMALAPUR,2356015
NALGONDA,23_1,CHINTHA PALLE,05,UMMAPUR,2356006
NALGONDA,23_1,CHINTHA PALLE,05,UPPARA PALLI,2356013
NALGONDA,23_1,CHITYAL,06,AIPOOR,2321003
NALGONDA,23_1,CHITYAL,06,CHINAKAPARTHY,2321014
NALGONDA,23_1,CHITYAL,06,CHITYAL,2321008
NALGONDA,23_1,CHITYAL,06,GUNDRAM PALLE,2321002
NALGONDA,23_1,CHITYAL,06,NERADA,2321012
NALGONDA,23_1,CHITYAL,06,PEDAKAPARTHY,2321007
NALGONDA,23_1,CHITYAL,06,PERE PALLE,2321004
NALGONDA,23_1,CHITYAL,06,PITTAM PALLE,2321005
NALGONDA,23_1,CHITYAL,06,SHIVANENI GUDEM,2321009
NALGONDA,23_1,CHITYAL,06,SUNKENE PALLE,2321001
NALGONDA,23_1,CHITYAL,06,TALLA YELLEMLA,2321015
NALGONDA,23_1,CHITYAL,06,URMADLA,2321013
NALGONDA,23_1,CHITYAL,06,VANIPAKALA,2321010
NALGONDA,23_1,CHITYAL,06,VELIMINEDU,2321006
NALGONDA,23_1,CHITYAL,06,WATTIMARTHY,2321011
NALGONDA,23_1,CHITYAL,06,YELIKATTA,2321016
NALGONDA,23_1,DAMERCHERLA,07,Dameracherla,2350011
NALGONDA,23_1,DAMERCHERLA,07,Dilawarpur,2350008
NALGONDA,23_1,DAMERCHERLA,07,Irkigudem,2350017
NALGONDA,23_1,DAMERCHERLA,07,Kalle pally,2350007
NALGONDA,23_1,DAMERCHERLA,07,Kesawapur,2350010
NALGONDA,23_1,DAMERCHERLA,07,Kondrapolu,2350009
NALGONDA,23_1,DAMERCHERLA,07,Kotha palli,2350015
NALGONDA,23_1,DAMERCHERLA,07,Narsapur,2350012
NALGONDA,23_1,DAMERCHERLA,07,Thalla veerappa gudem,2350016
NALGONDA,23_1,DAMERCHERLA,07,Timmapur,2350006
NALGONDA,23_1,DAMERCHERLA,07,Vada palli,2350018
NALGONDA,23_1,DAMERCHERLA,07,Veerla palem,2350013
NALGONDA,23_1,DEVARAKONDA,08,DEVARKONDA,2357017
NALGONDA,23_1,DEVARAKONDA,08,GOTTIMUKKALA,2357001
NALGONDA,23_1,DEVARAKONDA,08,IDDAM PALLI,2357002
NALGONDA,23_1,DEVARAKONDA,08,KACHARAM,2357021
NALGONDA,23_1,DEVARAKONDA,08,KOMME PALLI,2357019
NALGONDA,23_1,DEVARAKONDA,08,KONDABHEEMANA PALLI,2357005
NALGONDA,23_1,DEVARAKONDA,08,MADMADKA,2357023
NALGONDA,23_1,DEVARAKONDA,08,MUDIGONDA,2357006
NALGONDA,23_1,DEVARAKONDA,08,MYNAM PALLI,2357022
NALGONDA,23_1,DEVARAKONDA,08,PADAMATI PALLI,2357003
NALGONDA,23_1,DEVARAKONDA,08,PENCHIKAL PAHAD,2357018
NALGONDA,23_1,DEVARAKONDA,08,SERE PALLI,2357007
NALGONDA,23_1,DEVARAKONDA,08,SHAKAVALLY,2357024
NALGONDA,23_1,DEVARAKONDA,08,TATIKOLE,2357020
NALGONDA,23_1,DEVARAKONDA,08,TURUPU PALLI,2357004
NALGONDA,23_1,GATTUPPAL,33,ANTHAMPET,2337005
NALGONDA,23_1,GATTUPPAL,33,GHATTUPPAL,2338001
NALGONDA,23_1,GATTUPPAL,33,NAMAPUR,2337007
NALGONDA,23_1,GATTUPPAL,33,SOMRAJGUDA,2337006
NALGONDA,23_1,GATTUPPAL,33,THERATPALLE,2338002
NALGONDA,23_1,GATTUPPAL,33,VELMAKANNE,2335016
NALGONDA,23_1,GUDIPLLY,32,Bheemanapalli,2353007
NALGONDA,23_1,GUDIPLLY,32,Chilaka marry,2353002
NALGONDA,23_1,GUDIPLLY,32,Ghanpalli,2353006
NALGONDA,23_1,GUDIPLLY,32,Ghanpur,2353009
NALGONDA,23_1,GUDIPLLY,32,Ghatnemilipur,2353011
NALGONDA,23_1,GUDIPLLY,32,Gudipalli,2353004
NALGONDA,23_1,GUDIPLLY,32,Keshamneni palli,2353005
NALGONDA,23_1,GUDIPLLY,32,Madhapur,2353010
NALGONDA,23_1,GUDIPLLY,32,Polkampalli,2353008
NALGONDA,23_1,GUDIPLLY,32,Rollakal,2353003
NALGONDA,23_1,GUDIPLLY,32,Sure palli,2353001
KARIMNAGAR,20_1,CHIGURUMAMIDI,01,BOMMANAPALLE,2053006
KARIMNAGAR,20_1,CHIGURUMAMIDI,01,CHIGURUMAMIDI,2053004
KARIMNAGAR,20_1,CHIGURUMAMIDI,01,INDURTHI,2053008
KARIMNAGAR,20_1,CHIGURUMAMIDI,01,KONDAPUR,2053010
KARIMNAGAR,20_1,CHIGURUMAMIDI,01,MUDIMANIKYAM,2053001
KARIMNAGAR,20_1,CHIGURUMAMIDI,01,MULKANOOR,2053003
KARIMNAGAR,20_1,CHIGURUMAMIDI,01,NAWABPETA,2053009
KARIMNAGAR,20_1,CHIGURUMAMIDI,01,RAMANCHA,2053002
KARIMNAGAR,20_1,CHIGURUMAMIDI,01,REKENDA,2053005
KARIMNAGAR,20_1,CHIGURUMAMIDI,01,SUNDARAGIRI,2053007
KARIMNAGAR,20_1,CHIGURUMAMIDI,01,VALAMPALLE,2053011
KARIMNAGAR,20_1,CHOPPADANDI,02,ARNAKONDA,2030003
KARIMNAGAR,20_1,CHOPPADANDI,02,BHUPALAPATNAM,2030004
KARIMNAGAR,20_1,CHOPPADANDI,02,CHAKUNTA,2030011
KARIMNAGAR,20_1,CHOPPADANDI,02,CHITYALPALLE,2030002
KARIMNAGAR,20_1,CHOPPADANDI,02,CHOPPADANDI,2030005
KARIMNAGAR,20_1,CHOPPADANDI,02,GUMLAPUR,2030006
KARIMNAGAR,20_1,CHOPPADANDI,02,KATNEPALLE,2030007
KARIMNAGAR,20_1,CHOPPADANDI,02,KOLIMIKUNTA,2030010
KARIMNAGAR,20_1,CHOPPADANDI,02,KONERUPALLE,2030008
KARIMNAGAR,20_1,CHOPPADANDI,02,RAGAMPETA,2030001
KARIMNAGAR,20_1,CHOPPADANDI,02,RUKMAPUR,2030009
KARIMNAGAR,20_1,CHOPPADANDI,02,VEDURUGHATTA,2030012
KARIMNAGAR,20_1,ELLANDAKUNTA,03,BUJUNOOR,2033005
KARIMNAGAR,20_1,ELLANDAKUNTA,03,CHINNAKOMATIPALLI,2033013
KARIMNAGAR,20_1,ELLANDAKUNTA,03,ELLANTHAKUNTA,2033012
KARIMNAGAR,20_1,ELLANDAKUNTA,03,KANAGARTHI,2033018
KARIMNAGAR,20_1,ELLANDAKUNTA,03,MALLIAL,2033017
KARIMNAGAR,20_1,ELLANDAKUNTA,03,PATHARLAPALLI,2033016
KARIMNAGAR,20_1,ELLANDAKUNTA,03,RACHAPALLI,2033006
KARIMNAGAR,20_1,ELLANDAKUNTA,03,SIRSEDU,2033015
KARIMNAGAR,20_1,ELLANDAKUNTA,03,TEKURTHI,2033014
KARIMNAGAR,20_1,ELLANDAKUNTA,03,VANTHADUPULA,2033004
KARIMNAGAR,20_1,GANGADHARA,04,ACHAMPALLE,2027018
KARIMNAGAR,20_1,GANGADHARA,04,BURGUPALLE,2027005
KARIMNAGAR,20_1,GANGADHARA,04,GANGADHARA,2027009
KARIMNAGAR,20_1,GANGADHARA,04,GARSEKURTHI,2027017
KARIMNAGAR,20_1,GANGADHARA,04,GATTUBOOTHKUR,2027016
KARIMNAGAR,20_1,GANGADHARA,04,ISLAMPUR,2027011
KARIMNAGAR,20_1,GANGADHARA,04,KACHIREDDIPALLE,2027003
KARIMNAGAR,20_1,GANGADHARA,04,KONDAIPALLE,2027004
KARIMNAGAR,20_1,GANGADHARA,04,KURIKIAL,2027014
KARIMNAGAR,20_1,GANGADHARA,04,MALLAPUR,2027012
KARIMNAGAR,20_1,GANGADHARA,04,NAGIREDDIPUR,2027008
KARIMNAGAR,20_1,GANGADHARA,04,NARASIMHULAPALLE,2027006
KARIMNAGAR,20_1,GANGADHARA,04,NARAYANPUR,2027010
KARIMNAGAR,20_1,GANGADHARA,04,NAYALAKONDA PALLE,2027015
KARIMNAGAR,20_1,GANGADHARA,04,RYALAPALLE,2027002
KARIMNAGAR,20_1,GANGADHARA,04,SARVAREDDIPALLE,2027007
KARIMNAGAR,20_1,GANGADHARA,04,UPPARA MALLIAL,2027013
KARIMNAGAR,20_1,GANGADHARA,04,VADDYARAM,2027019
KARIMNAGAR,20_1,GANGADHARA,04,VENKATAIPALLE,2027001
KARIMNAGAR,20_1,GANNERUVARAM,05,GANNERVARAM,2046001
KARIMNAGAR,20_1,GANNERUVARAM,05,GOPALPUR,2046005
KARIMNAGAR,20_1,GANNERUVARAM,05,GUNKULKONDAPUR,2046013
KARIMNAGAR,20_1,GANNERUVARAM,05,JANGAPALLE,2046012
KARIMNAGAR,20_1,GANNERUVARAM,05,KHASIMPET,2046009
KARIMNAGAR,20_1,GANNERUVARAM,05,MADHAPUR,2046008
KARIMNAGAR,20_1,GANNERUVARAM,05,MYLARAM,2046007
KARIMNAGAR,20_1,GANNERUVARAM,05,PARVELLA,2046010
KARIMNAGAR,20_1,GANNERUVARAM,05,SANGAM (HANMAJIPALLE),2046006
KARIMNAGAR,20_1,GANNERUVARAM,05,YASWADA,2046002
KARIMNAGAR,20_1,HUZURABAD,06,BORNAPALLE,2049011
KARIMNAGAR,20_1,HUZURABAD,06,CHELPUR,2049005
KARIMNAGAR,20_1,HUZURABAD,06,DHARMARAJU PALLE,2049007
KARIMNAGAR,20_1,HUZURABAD,06,HUZURABAD,2049010
KARIMNAGAR,20_1,HUZURABAD,06,JUPAK,2049006
KARIMNAGAR,20_1,HUZURABAD,06,KANDUGULA,2049008
KARIMNAGAR,20_1,HUZURABAD,06,KANUKULAGIDDA,2049009
KARIMNAGAR,20_1,HUZURABAD,06,KATREPALLE,2049012
KARIMNAGAR,20_1,HUZURABAD,06,POTHAREDDIPETA,2049004
KARIMNAGAR,20_1,HUZURABAD,06,SINGAPUR,2049001
KARIMNAGAR,20_1,HUZURABAD,06,SIRSAPALLE,2049003
KARIMNAGAR,20_1,HUZURABAD,06,THUMMANAPALLE,2049002
KARIMNAGAR,20_1,JAMMIKUNTA,07,BIJGIRISHAREEF,2033007
KARIMNAGAR,20_1,JAMMIKUNTA,07,DHARMARAM (P.B),2033011
KARIMNAGAR,20_1,JAMMIKUNTA,07,JAMMIKUNTA,2033010
KARIMNAGAR,20_1,JAMMIKUNTA,07,KORAPALLI,2033008
KARIMNAGAR,20_1,JAMMIKUNTA,07,MADIPALLI,2033019
KARIMNAGAR,20_1,JAMMIKUNTA,07,SAIDABAD,2033009
KARIMNAGAR,20_1,JAMMIKUNTA,07,THANGULA,2033002
KARIMNAGAR,20_1,JAMMIKUNTA,07,VAVILALA,2033003
KARIMNAGAR,20_1,JAMMIKUNTA,07,VILASAGAR,2033001
KARIMNAGAR,20_1,KARIMNAGAR,08,KARIMNAGAR (U),2036026
KARIMNAGAR,20_1,KARIMNAGAR RURAL,09,AREPALLE,2036021
KARIMNAGAR,20_1,KARIMNAGAR RURAL,09,BOMMAKAL,2036027
KARIMNAGAR,20_1,KARIMNAGAR RURAL,09,CHAMANPALLE,2036014
KARIMNAGAR,20_1,KARIMNAGAR RURAL,09,CHEGURTI,2036029
KARIMNAGAR,20_1,KARIMNAGAR RURAL,09,CHERLABUTHKUR,2036016
KARIMNAGAR,20_1,KARIMNAGAR RURAL,09,DURSHED,2036028
KARIMNAGAR,20_1,KARIMNAGAR RURAL,09,ELBOTHARAM,2036019
KARIMNAGAR,20_1,KARIMNAGAR RURAL,09,FAKIRPET,2036013
KARIMNAGAR,20_1,KARIMNAGAR RURAL,09,IRUKULLA,2036018
KARIMNAGAR,20_1,KARIMNAGAR RURAL,09,JUBLINAGAR,2036012
KARIMNAGAR,20_1,KARIMNAGAR RURAL,09,MAQDUMPUR,2036017
KARIMNAGAR,20_1,KARIMNAGAR RURAL,09,NAGUNUR,2036011
KARIMNAGAR,20_1,KARIMNAGAR RURAL,09,TAHARAKONDAPUR,2036015
KARIMNAGAR,20_1,KARIMNAGAR RURAL,09,WALLAMPAHAD,2036020
KARIMNAGAR,20_1,KOTHAPALLI,10,ASIFNAGAR @BAHUPET,2036003
KARIMNAGAR,20_1,KOTHAPALLI,10,BADDIPALLE,2036001
KARIMNAGAR,20_1,KOTHAPALLI,10,CHINTAKUNTA,2036023
KARIMNAGAR,20_1,KOTHAPALLI,10,ELGANDAL,2036005
KARIMNAGAR,20_1,KOTHAPALLI,10,KAMANPUR,2036006
KARIMNAGAR,20_1,KOTHAPALLI,10,KHAJIPUR,2036004
KARIMNAGAR,20_1,KOTHAPALLI,10,KOTHAPALLE(HAVELI)(URB),2036010
KARIMNAGAR,20_1,KOTHAPALLI,10,LAKSHMIPUR,2036008
KARIMNAGAR,20_1,KOTHAPALLI,10,MALKAPUR,2036007
KARIMNAGAR,20_1,KOTHAPALLI,10,NAGULAMALIAL,2036002
KARIMNAGAR,20_1,KOTHAPALLI,10,REKURTHI,2036009
KARIMNAGAR,20_1,KOTHAPALLI,10,SEETHARAMPUR,2036022
